avg_word_sim,avg_ldr,sum_ngram,label
0.3333333333333333,0.29968593908783664,3,Fake
0.3333333333333333,0.2577147843929362,0,Fake
0.5,0.3825863886792912,0,Fake
0.375,0.2565245976683167,14,Fake
0.611111111111111,0.20826096150765472,1,Fake
0.2777777777777778,0.28595985308583716,5,Fake
0.3333333333333333,0.26657173550001295,1,Fake
0.25,0.2670153619679167,1,Fake
0.3333333333333333,0.2867116820837643,12,Fake
0.21875,0.316648248112729,10,Fake
0.1111111111111111,0.3335470873546146,0,Fake
0.19047619047619047,0.33670898309638553,0,Fake
0.46875,0.2972071890413392,3,Fake
0.16,0.3382660569473097,14,Fake
0.5416666666666666,0.270789043387832,1,Fake
0.2,0.34156992153484417,4,Fake
0.3333333333333333,0.2527668892677309,5,Fake
0.25,0.32742638878045355,2,Fake
0.6071428571428571,0.2623706378111807,3,Fake
0.125,0.2729465770258148,3,Fake
0.22000000000000003,0.30802032034324484,16,Fake
0.29166666666666663,0.23129958390898298,1,Fake
0.08571428571428573,0.34644733493518926,2,Fake
0.375,0.2557931581582457,0,Fake
0.3111111111111111,0.2602656936503635,6,Fake
0.20833333333333331,0.23889740691958156,0,Fake
0.45,0.23433571467272163,2,Fake
0.39285714285714285,0.3271844106364317,12,Fake
0.25,0.30259552220779523,5,Fake
0.275,0.30994276833735396,1,Fake
0.16666666666666666,0.30260653869412796,0,Fake
0.0,0.29188251812821586,11,Fake
0.35,0.3185327510685782,0,Fake
0.34285714285714286,0.2350505962706952,12,Fake
0.6666666666666666,0.3221396770147672,3,Fake
0.3333333333333333,0.2916216451134439,1,Fake
0.1111111111111111,0.225131121507893,7,Fake
0.325,0.31420289139968616,5,Fake
0.42857142857142855,0.24323658585777244,0,Fake
0.4523809523809524,0.3154141332586034,1,Fake
0.3888888888888889,0.22792857446839737,6,Fake
0.2222222222222222,0.2727120114140936,5,Fake
0.325,0.342168862112211,1,Fake
0.1,0.28708640269968383,1,Fake
0.2222222222222222,0.3332283005809145,2,Fake
0.4074074074074074,0.25937788007805423,0,Fake
0.3333333333333333,0.33659174259056757,1,Fake
0.5238095238095238,0.28344907013566223,2,Fake
0.225,0.2841020331866096,0,Fake
0.047619047619047616,0.35410387434140117,7,Fake
0.0,0.2549517579469408,0,Real
0.08333333333333333,0.31796298386875604,2,Real
0.25,0.3516839307018601,2,Real
0.2037037037037037,0.3809124616872379,0,Real
0.22916666666666666,0.32266198228572784,0,Real
0.36666666666666664,0.32622250695563154,1,Real
0.1875,0.3298469778123021,0,Real
0.041666666666666664,0.25505271637922783,0,Real
0.7142857142857143,0.2687065022909378,0,Real
0.17857142857142858,0.3305178257531654,1,Real
0.25,0.3948921811407237,2,Real
0.15000000000000002,0.2626418527797357,0,Real
0.0,0.29280473846880867,0,Real
0.42500000000000004,0.33415605510457125,0,Real
0.375,0.2565245976683167,14,Real
0.5,0.3226325922246694,2,Real
0.20833333333333334,0.3004977449606108,13,Real
0.041666666666666664,0.288842047934616,0,Real
0.09523809523809523,0.33428609874541265,0,Real
0.35714285714285715,0.3137887177577522,1,Real
0.3055555555555556,0.3662422900966934,5,Real
0.4,0.32562247852765985,1,Real
0.225,0.3491178498247633,0,Real
0.4444444444444444,0.34167380506017975,0,Real
0.17857142857142855,0.30983869998135105,0,Real
0.0625,0.27781612036619424,0,Real
0.425,0.3340411526675357,0,Real
0.43333333333333335,0.3167260021234918,0,Real
0.2222222222222222,0.38313091202821625,0,Real
0.45,0.37919571033990507,0,Real
0.25,0.27385137153871286,0,Real
0.0625,0.3672714000869372,0,Real
0.15555555555555556,0.35139361019149684,0,Real
0.5333333333333333,0.31575151293210957,0,Real
0.18518518518518517,0.3546947662885772,5,Real
0.26666666666666666,0.29688553580000027,2,Real
0.19444444444444445,0.3103820994655759,0,Real
0.2571428571428572,0.26830165429809993,5,Real
0.325,0.28275465944887507,13,Real
0.2962962962962963,0.2677666146012827,2,Real
0.14814814814814814,0.28875969417020947,1,Real
0.5,0.18402225879817086,4,Real
0.17142857142857143,0.34805976378828873,1,Real
0.2857142857142857,0.2528847821855279,0,Real
0.17142857142857143,0.34115471981541295,13,Real
0.11666666666666665,0.32045254117328514,4,Real
0.175,0.3133894205894136,4,Real
0.24000000000000005,0.23383417092850672,4,Real
0.03125,0.2917164691854188,1,Real
0.39285714285714285,0.3595227258107006,0,Real
0.16,0.27096302098830094,5,Fake
0.1142857142857143,0.3077104948097318,4,Fake
0.16666666666666666,0.19882634672638655,6,Fake
0.22000000000000003,0.3427714898674562,0,Fake
0.09375,0.3235919769270322,14,Fake
0.11904761904761903,0.40106106179295814,0,Fake
0.2333333333333333,0.33003839412241703,8,Fake
0.1388888888888889,0.28154075835938314,14,Fake
0.1875,0.29490937540206574,3,Fake
0.13888888888888887,0.29898604234258835,20,Fake
0.5714285714285714,0.24589151863705092,0,Fake
0.3125,0.33148375378727635,0,Fake
0.125,0.3343764563384932,0,Fake
0.125,0.2933541465357522,42,Fake
0.17142857142857143,0.3500879234112977,3,Fake
0.10416666666666666,0.34998813274276874,7,Fake
0.2857142857142857,0.3196770387834826,0,Fake
0.2222222222222222,0.2740357002343357,1,Fake
0.2,0.24646744278427063,0,Fake
0.26666666666666666,0.22554302116207872,2,Fake
0.3,0.36471534159852714,4,Fake
0.16666666666666666,0.30914290329830746,0,Fake
